iteration,pso_mean,pso_std,ga_mean,ga_std
67,1.9999999532453148,5.013455919597629e-08,1.9996525120256317,0.0007985080418445284
68,1.9999999543561267,5.084101769968799e-08,1.9996525120256317,0.0007985080418445284
69,1.9999999629598206,4.272675714123669e-08,1.9996525120256317,0.0007985080418445284
70,1.9999999712616914,3.900123381652846e-08,1.9996525120256317,0.0007985080418445284
71,1.9999999762436436,3.538700453684158e-08,1.9996525120256317,0.0007985080418445284
72,1.9999999763313532,3.5431974962458287e-08,1.9996778945305929,0.0006702232379630135
73,1.9999999838295441,2.4321371042216313e-08,1.9997223596389324,0.0004573834370753305
74,1.9999999883311275,1.5909883165538988e-08,1.999765177923544,0.0002940597862245735
75,1.9999999923305711,9.16335140103992e-09,1.9998066602426836,0.00023547391706299202
76,1.9999999948296434,6.7455242295711405e-09,1.9998066602426836,0.00023547391706299202
77,1.9999999952599774,6.57479810619018e-09,1.9998192874793488,0.0002368986109672629
78,1.9999999968845363,3.810333272129622e-09,1.999842296075372,0.00020534101445868362
79,1.9999999982807184,1.873728559934308e-09,1.999842296075372,0.00020534101445868362
80,1.999999998439795,1.693303036036717e-09,1.999842296075372,0.00020534101445868362
81,1.999999998700072,1.6196277995391252e-09,1.999842296075372,0.00020534101445868362
82,1.9999999989237625,1.5082903013202767e-09,1.9998479891404952,0.00020381279419693792
83,1.9999999990929505,1.4119170297880296e-09,1.9998479891404952,0.00020381279419693792
84,1.9999999992641475,1.1270758409475772e-09,1.9998479891404952,0.00020381279419693792
85,1.9999999997729392,3.375995458356339e-10,1.9998479891404952,0.00020381279419693792
86,1.9999999998483908,2.5189947964507514e-10,1.9998479891404952,0.00020381279419693792
87,1.9999999998809108,2.0838407982476865e-10,1.9998479891404952,0.00020381279419693792
88,1.9999999999203555,1.0570283873056442e-10,1.9998496086288164,0.00020421855868132366
89,1.9999999999368552,9.45256313722516e-11,1.9998496086288164,0.00020421855868132366
90,1.9999999999561973,8.902007457892397e-11,1.999854705644008,0.0002013285410644743
91,1.9999999999747429,3.866372025787927e-11,1.999854705644008,0.0002013285410644743
92,1.9999999999820366,2.5617279304097773e-11,1.999854705644008,0.0002013285410644743
93,1.9999999999868383,2.4379555756601642e-11,1.999854705644008,0.0002013285410644743
94,1.9999999999906124,2.279386233427294e-11,1.9998574281736063,0.00020099232963990588
95,1.9999999999954174,8.479329300242275e-12,1.9998578056309801,0.00020103008838407246
96,1.9999999999964184,8.528468090284666e-12,1.9998578056309801,0.00020103008838407246
97,1.9999999999980118,5.323236829192847e-12,1.9998578056309801,0.00020103008838407246
98,1.9999999999987839,2.6756721744546397e-12,1.9998578056309801,0.00020103008838407246
99,1.9999999999995515,7.111047466264717e-13,1.9998578056309801,0.00020103008838407246
100,1.999999999999671,6.415814914088746e-13,1.9998582826311118,0.00020128807328477982
