Iteration,Fitness,Fitness_Convergence,x,x_Convergence,y,y_Convergence,status
55,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
56,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
57,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
58,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
59,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
60,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
61,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
62,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
63,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
64,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
65,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
66,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
67,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
68,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
69,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
70,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
71,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
72,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
73,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
74,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
75,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
76,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
77,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
78,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
79,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
80,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
81,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
82,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
83,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
84,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
85,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
86,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
87,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
88,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
89,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
90,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
91,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
92,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
93,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
94,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
95,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
96,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
97,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
98,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
99,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
100,1.9999,1.9999,1.0011,1.0377,2.0095,2.0193,True
